modality	cluster	feature	freq_in_cluster	freq_rest	difference	abs_effect	mean_in_cluster	mean_rest	t_statistic_reference_only	rank_within_modality_cluster
cnv	1	SPECC1P1			-1.3943840121426765	1.3943840121426765	1.2835820895522387	2.6779661016949152	-2.702173146151165	14
cnv	1	ZNF29P			-1.3943840121426765	1.3943840121426765	1.2835820895522387	2.6779661016949152	-2.702173146151165	15
cnv	1	AC002553.1			-1.3943840121426765	1.3943840121426765	1.2835820895522387	2.6779661016949152	-2.702173146151165	16
cnv	1	AC002553.2			-1.3943840121426765	1.3943840121426765	1.2835820895522387	2.6779661016949152	-2.702173146151165	17
cnv	1	TTC19			-1.3943840121426765	1.3943840121426765	1.2835820895522387	2.6779661016949152	-2.702173146151165	18
cnv	1	NCOR1			-1.3943840121426765	1.3943840121426765	1.2835820895522387	2.6779661016949152	-2.702173146151165	19
cnv	1	TVP23C			-1.3943840121426765	1.3943840121426765	1.2835820895522387	2.6779661016949152	-2.702173146151165	20
cnv	2	PRNCR1			4.972341254382547	4.972341254382547	7.588235294117647	2.615894039735099	1.8829017993706445	1
cnv	2	AC020688.1			4.972341254382547	4.972341254382547	7.588235294117647	2.615894039735099	1.8829017993706445	2
cnv	2	PCAT1			4.966497857421114	4.966497857421114	7.529411764705882	2.562913907284768	1.8800580165605631	3
cnv	2	CASC19			4.915660303856642	4.915660303856642	7.617647058823529	2.7019867549668874	1.861660820678388	4
cnv	2	AC018714.1			4.809700038955979	4.809700038955979	7.617647058823529	2.80794701986755	1.819494206949704	5
cnv	2	AC018714.2			4.8043137254901955	4.8043137254901955	7.617647058823529	2.8133333333333335	1.8173947903074423	6
cnv	2	AC090821.1			3.8048305414881183	3.8048305414881183	6.235294117647059	2.4304635761589406	2.783384076075021	7
cnv	2	MIR3686			3.7481495909622127	3.7481495909622127	6.264705882352941	2.5165562913907285	2.6316357123354686	8
cnv	2	AC011257.1			3.7481495909622127	3.7481495909622127	6.264705882352941	2.5165562913907285	2.6316357123354686	9
cnv	2	ST3GAL1			3.657771717958706	3.657771717958706	6.088235294117647	2.4304635761589406	2.9863579975738883	10
cnv	2	AC103706.2			3.657771717958706	3.657771717958706	6.088235294117647	2.4304635761589406	2.9863579975738883	11
cnv	2	AC103706.3			3.657771717958706	3.657771717958706	6.088235294117647	2.4304635761589406	2.9863579975738883	12
cnv	2	AF186190.1			3.6445266848461237	3.6445266848461237	6.088235294117647	2.443708609271523	2.975620750960464	13
cnv	2	KC877373.1			3.6445266848461237	3.6445266848461237	6.088235294117647	2.443708609271523	2.975620750960464	14
cnv	2	ST13P6			3.6445266848461237	3.6445266848461237	6.088235294117647	2.443708609271523	2.975620750960464	15
cnv	2	MYC			3.620763537202961	3.620763537202961	6.382352941176471	2.76158940397351	2.5335099549221476	16
cnv	2	CASC11			3.620763537202961	3.620763537202961	6.382352941176471	2.76158940397351	2.5335099549221476	17
cnv	2	AC108925.1			3.6156862745098044	3.6156862745098044	6.382352941176471	2.7666666666666666	2.5296947983075886	18
cnv	2	IKZF3			3.613167121153097	3.613167121153097	5.705882352941177	2.0927152317880795	1.9272329966229065	19
cnv	2	KRT8P34			3.613167121153097	3.613167121153097	5.705882352941177	2.0927152317880795	1.9272329966229065	20
cnv	3	AC018714.2			-2.4980158730158735	2.4980158730158735	2.1805555555555554	4.678571428571429	-2.9295927884125654	1
cnv	3	AC018714.1			-2.4743117010816125	2.4743117010816125	2.1805555555555554	4.654867256637168	-2.926549805582204	2
cnv	3	CASC19			-2.332718780727631	2.332718780727631	2.1805555555555554	4.513274336283186	-2.8052425020080816	3
cnv	3	PRNCR1			-2.2315634218289087	2.2315634218289087	2.1666666666666665	4.398230088495575	-2.6966885887861367	4
cnv	3	AC020688.1			-2.2315634218289087	2.2315634218289087	2.1666666666666665	4.398230088495575	-2.6966885887861367	5
cnv	3	PCAT1			-2.165806293018682	2.165806293018682	2.1527777777777777	4.31858407079646	-2.6294251933596158	6
cnv	3	CCAT2			-2.0760816125860373	2.0760816125860373	2.1805555555555554	4.256637168141593	-4.097624277987187	7
cnv	3	CASC8			-2.0760816125860373	2.0760816125860373	2.1805555555555554	4.256637168141593	-4.097624277987187	8
cnv	3	POU5F1B			-2.0760816125860373	2.0760816125860373	2.1805555555555554	4.256637168141593	-4.097624277987187	9
cnv	3	AC108925.1			-2.0605158730158735	2.0605158730158735	2.1805555555555554	4.241071428571429	-4.053142009960048	10
cnv	3	MYC			-2.0406833824975417	2.0406833824975417	2.1805555555555554	4.221238938053097	-4.046539754559366	11
cnv	3	CASC11			-2.0406833824975417	2.0406833824975417	2.1805555555555554	4.221238938053097	-4.046539754559366	12
cnv	3	AC104370.1			-2.0229842674532943	2.0229842674532943	2.1805555555555554	4.20353982300885	-4.013408215216569	13
cnv	3	AC011257.1			-1.6778515240904621	1.6778515240904621	2.1805555555555554	3.8584070796460175	-3.6014334428977754	14
cnv	3	MIR3686			-1.6778515240904621	1.6778515240904621	2.1805555555555554	3.8584070796460175	-3.6014334428977754	15
cnv	3	AC090821.1			-1.6221730580137659	1.6221730580137659	2.138888888888889	3.7610619469026547	-3.626949991755076	16
cnv	3	AC090987.1			-1.5805063913470994	1.5805063913470994	2.1805555555555554	3.7610619469026547	-3.962222284366898	17
cnv	3	AC103706.3			-1.5779252704031466	1.5779252704031466	2.138888888888889	3.7168141592920354	-3.8791788487947834	18
cnv	3	AC103706.2			-1.5779252704031466	1.5779252704031466	2.138888888888889	3.7168141592920354	-3.8791788487947834	19
cnv	3	ST3GAL1			-1.5779252704031466	1.5779252704031466	2.138888888888889	3.7168141592920354	-3.8791788487947834	20
methylation	0	cg02159654			-0.7328267557206066	0.7328267557206066	0.137889093756002	0.8707158494766086		1
methylation	0	cg18482656			-0.711898873462302	0.711898873462302	0.1202228284353195	0.8321217018976215	-34.73891186471489	2
methylation	0	cg15225701			0.701475894768702	0.701475894768702	0.8485636457528944	0.14708775098419244	27.77814151282116	3
methylation	0	cg04158046			0.6956557944552391	0.6956557944552391	0.849357283168946	0.15370148871370698	129.06809232794612	4
methylation	0	cg04917275			-0.6876789571619271	0.6876789571619271	0.162680565055209	0.8503595222171361	-17.727042388694095	5
methylation	0	cg06126019			0.6872769928384839	0.6872769928384839	0.866934532076158	0.17965753923767408		6
methylation	0	cg25267808			-0.6825950707346534	0.6825950707346534	0.110045850878853	0.7926409216135064	-36.75712355655184	7
methylation	0	cg19123882			0.680007972557998	0.680007972557998	0.83677265237911	0.156764679821112		8
methylation	0	cg23903723			0.6756841158028587	0.6756841158028587	0.867239806687153	0.19155569088429428	32.721622671912904	9
methylation	0	cg03256090			0.6738566337821686	0.6738566337821686	0.877470687788603	0.20361405400643443		10
methylation	0	cg15336243			0.6729246339635907	0.6729246339635907	0.8843249363022716	0.21140030233868087	21.425588814506217	11
methylation	0	cg27206295			-0.668369902533417	0.668369902533417	0.154553833180328	0.822923735713745		12
methylation	0	cg12295277			-0.6644501627243278	0.6644501627243278	0.198128872050423	0.8625790347747507		13
methylation	0	cg19903071			0.6631248101460296	0.6631248101460296	0.881522978842348	0.2183981686963183		14
methylation	0	cg04297105			0.6501515003759373	0.6501515003759373	0.859378104548526	0.20922660417258881		15
methylation	0	cg02952701			0.6500304194414936	0.6500304194414936	0.810080082633894	0.16004966319240033	23.70672529499983	16
methylation	0	cg18862210			-0.6430485273923515	0.6430485273923515	0.133302658276395	0.7763511856687465		17
methylation	0	cg05569877			0.6422585374992494	0.6422585374992494	0.838085863737823	0.19582732623857357		18
methylation	0	cg25441141			0.6408084265948547	0.6408084265948547	0.871873507966172	0.23106508137131732	25.091840525221198	19
methylation	0	cg09262442			0.6332742032685402	0.6332742032685402	0.886460693190217	0.2531864899216768		20
methylation	1	cg06958563			0.6477816083189505	0.6477816083189505	0.797455545229193	0.1496739369102426		1
methylation	1	cg15811668			0.6389594057777916	0.6389594057777916	0.830161106730438	0.19120170095264635		2
methylation	1	cg19049964			0.6255766384899301	0.6255766384899301	0.82036549421056	0.19478885572063		3
methylation	1	cg06421526			-0.6108273498622265	0.6108273498622265	0.219580979473489	0.8304083293357155		4
methylation	1	cg03756034			-0.6057194352283582	0.6057194352283582	0.24543926637631	0.8511587016046682		5
methylation	1	cg02503763			-0.602883022673552	0.602883022673552	0.151225209271993	0.754108231945545		6
methylation	1	cg06963192			-0.5892596469770488	0.5892596469770488	0.210489349585073	0.7997489965621218		7
methylation	1	cg26243740			-0.5647084382500394	0.5647084382500394	0.245116665108352	0.8098251033583914		8
methylation	1	cg26928418			0.55761464584677	0.55761464584677	0.809977490650335	0.25236284480356497	6.950056776423693	9
methylation	1	cg02076869			0.5548976185333019	0.5548976185333019	0.7913292123813905	0.23643159384808868	8.585502962874584	10
methylation	1	cg24880222			-0.539376593617138	0.539376593617138	0.285125925371837	0.824502518988975		11
methylation	1	cg03290610			0.5282310457182994	0.5282310457182994	0.702287586800007	0.17405654108170768		12
methylation	1	cg15577595			0.5251068100573736	0.5251068100573736	0.813315499981958	0.28820868992458437		13
methylation	1	cg13560853			0.5239778279481426	0.5239778279481426	0.7881506350612524	0.2641728071131098	10.459170459022598	14
methylation	1	cg18774170			-0.5195857323467963	0.5195857323467963	0.293985247430351	0.8135709797771473		15
methylation	1	cg19173502			-0.5040051868014477	0.5040051868014477	0.348114637668097	0.8521198244695447		16
methylation	1	cg26554567			0.49871399025471097	0.49871399025471097	0.7941221714643053	0.29540818120959433	5.350852559626002	17
methylation	1	cg08853735			-0.4830604263419148	0.4830604263419148	0.35191368951227453	0.8349741158541893	-26.83799355920427	18
methylation	1	cg12726960			0.47168073804302507	0.47168073804302507	0.771316314914741	0.2996355768717159	6.192924069511051	19
methylation	1	cg16362014			-0.4708863459320753	0.4708863459320753	0.40648936631314	0.8773757122452153		20
methylation	2	cg02383666			0.6952629816519197	0.6952629816519197	0.8480299706368459	0.15276698898492622	17.36500858229759	1
methylation	2	cg19123882			-0.680007972557998	0.680007972557998	0.156764679821112	0.83677265237911		2
methylation	2	cg19049964			-0.6255766384899301	0.6255766384899301	0.19478885572063	0.82036549421056		3
methylation	2	cg09230658			0.5680916705090766	0.5680916705090766	0.82049508663326	0.2524034161241834		4
methylation	2	cg13494636			0.5390641608357369	0.5390641608357369	0.768822337488732	0.22975817665299503		5
methylation	2	cg12146909			-0.5184548657053074	0.5184548657053074	0.161932828447301	0.6803876941526085		6
methylation	2	cg03586820			-0.5137085729916662	0.5137085729916662	0.192905118267123	0.7066136912587891		7
methylation	2	cg26554567			0.4994162672679037	0.4994162672679037	0.8330790204950616	0.3336627532271578	5.282685122487755	8
methylation	2	cg09156155			-0.4506807367320079	0.4506807367320079	0.21343110772867435	0.6641118444606823	-3.4264526442880556	9
methylation	2	cg05225311			-0.42727470326785705	0.42727470326785705	0.192281614501773	0.61955631776963		10
methylation	2	cg10623600			0.425476179138425	0.425476179138425	0.5388916837707135	0.1134155046322885	1.1980673799924406	11
methylation	2	cg03321912			0.40841090409730896	0.40841090409730896	0.769550300232591	0.361139396135282		12
methylation	2	cg08217388			0.3844094473759719	0.3844094473759719	0.8302730436036464	0.4458635962276745	1.4315837253569386	13
methylation	2	cg00098144			0.3803566861428052	0.3803566861428052	0.7649117498175138	0.38455506367470854	3.3840277366821687	14
methylation	2	cg21287936			0.3792950331860787	0.3792950331860787	0.7475591197990896	0.3682640866130109	5.657134759016955	15
methylation	2	cg22838357			0.37700311003957404	0.37700311003957404	0.837726501271345	0.4607233912317709		16
methylation	2	cg22712983			-0.36985598202443565	0.36985598202443565	0.23867789975708015	0.6085338817815158	-8.958997954981731	17
methylation	2	cg14562394			0.36962893259005347	0.36962893259005347	0.854247064322231	0.4846181317321775		18
methylation	2	cg01952226			-0.369508196348039	0.369508196348039	0.259471405849678	0.628979602197717	-3.8793604005912075	19
methylation	2	cg22120063			0.36924204803179783	0.36924204803179783	0.5504334465687558	0.18119139853695798	2.15423700923023	20
methylation	3	cg05655647			-0.704513827256777	0.704513827256777	0.155452537756974	0.859966365013751		1
methylation	3	cg04917275			0.6876789571619271	0.6876789571619271	0.8503595222171361	0.162680565055209	17.727042388694095	2
methylation	3	cg27206295			0.668369902533417	0.668369902533417	0.822923735713745	0.154553833180328		3
methylation	3	cg21937554			-0.6145285569090206	0.6145285569090206	0.237561950529316	0.8520905074383367		4
methylation	3	cg02937313			0.613500696414737	0.613500696414737	0.81894379248616	0.205443096071423		5
methylation	3	cg24662666			-0.6114950174427878	0.6114950174427878	0.191820515291039	0.8033155327338268	-18.31019596006161	6
methylation	3	cg02503763			0.602883022673552	0.602883022673552	0.754108231945545	0.151225209271993		7
methylation	3	cg02605760			0.6016808001991067	0.6016808001991067	0.794834862151833	0.19315406195272625		8
methylation	3	cg24332783			-0.5769375326524022	0.5769375326524022	0.235650850365608	0.8125883830180103		9
methylation	3	cg07077665			-0.575609288300325	0.575609288300325	0.181061141339182	0.7566704296395069		10
methylation	3	cg11122899			-0.569865606143574	0.569865606143574	0.183409557387746	0.75327516353132		11
methylation	3	cg26932441			-0.5494910619006795	0.5494910619006795	0.169943651079449	0.7194347129801285		12
methylation	3	cg00098144			-0.5284779376046151	0.5284779376046151	0.23460589266957502	0.7630838302741901	-10.09810994591033	13
methylation	3	cg08696165			-0.5084693202907389	0.5084693202907389	0.26477582519233694	0.7732451454830758	-10.489103967674588	14
methylation	3	cg13088471			0.5011616394290538	0.5011616394290538	0.7807734871149156	0.2796118476858618	7.2327712632440715	15
methylation	3	cg08155354			0.49735289932128546	0.49735289932128546	0.741450359353393	0.24409746003210753		16
methylation	3	cg01010839			0.49649234606933085	0.49649234606933085	0.7619435899960615	0.26545124392673064	14.213739872984133	17
methylation	3	cg16782807			-0.4956298354539944	0.4956298354539944	0.2016937665334535	0.6973236019874479	-6.469284148363989	18
methylation	3	cg24605553			-0.49541509975196085	0.49541509975196085	0.2208144170352695	0.7162295167872303	-4.901315101597457	19
methylation	3	cg17450425			-0.47784878723650615	0.47784878723650615	0.31934986418635114	0.7971986514228573	-5.970810811875697	20
protein	0	ATM_pS1981			1.9333702702928428	1.9333702702928428	2.1280101792326627	0.19463990893981997	0.9006254485124037	1
protein	0	IGFBP2			1.848275103448276	1.848275103448276	1.8218550000000002	-0.026420103448275906	3.3660886655754956	2
protein	0	GAPDH			1.844850448275862	1.844850448275862	1.683195	-0.16165544827586206	1.7054576604815612	3
protein	0	PDGFRB			-1.50261273716399	1.50261273716399	-1.7767437025898083	-0.27413096542581833	-2.6152557050755507	4
protein	0	CLAUDIN7			1.4032129827586206	1.4032129827586206	1.4208075	0.017594517241379316	1.6708588487079163	5
protein	0	p38-a			-1.3170633575427104	1.3170633575427104	-1.35518219874242	-0.038118841199709506	-4.097909922107557	6
protein	0	EPPK1			-1.2437833879310347	1.2437833879310347	-1.3202232500000002	-0.0764398620689655	-2.0986090034252634	7
protein	0	ANNEXIN1			-1.239320982758621	1.239320982758621	-1.2729975000000002	-0.033676517241379364	-3.7923876053716525	8
protein	0	CD171			-1.2081833595012457	1.2081833595012457	-1.015414623878696	0.19276873562254956	-4.078368942769609	9
protein	0	Vinculin			-1.1976291054158805	1.1976291054158805	-1.272201201980264	-0.07457209656438336	-3.4801204081312402	10
protein	0	PKCPANBETAII_pS660			1.1075680362068965	1.1075680362068965	1.0380945	-0.06947353620689656	2.0828445791882424	11
protein	0	IR-b			1.073480374059767	1.073480374059767	1.1033650704658473	0.029884696406080297	3.602643226174132	12
protein	0	NQO1			-1.0554976315728932	1.0554976315728932	-0.9723606278024254	0.08313700377046779	-3.383909226365396	13
protein	0	ALKBH5			1.0152402705937338	1.0152402705937338	1.0227405453877298	0.00750027479399596	2.392451617841065	14
protein	0	EMA			-1.0060855680512293	1.0060855680512293	-1.3761547444538225	-0.3700691764025933	-0.7906551798686042	15
protein	0	53BP1			1.0023269827586208	1.0023269827586208	0.8791375	-0.12318948275862068	1.7851855284989062	16
protein	0	MMP14			-0.9899046202400807	0.9899046202400807	-1.062570388155045	-0.07266576791496424	-2.526376937406851	17
protein	0	Hexokinase-II			0.9838869241321524	0.9838869241321524	1.04620226008781	0.06231533595565763	2.927743440409102	18
protein	0	Grp75			0.9598675600936689	0.9598675600936689	0.95646779143821	-0.0033997686554588604	1.8953575625954846	19
protein	0	PAR			0.9532967397452059	0.9532967397452059	0.9535044745380963	0.00020773479289034998	4.146649131338044	20
protein	1	PDGFRB			0.6536549902261255	0.6536549902261255	0.07931279167461562	-0.5743421985515099	3.539968508724013	1
protein	1	HSP27_pS82			0.48517230250577736	0.48517230250577736	-0.03724289778579584	-0.5224152002915732	3.180605141511149	2
protein	1	Vinculin			0.4802174996082401	0.4802174996082401	0.18191401402661675	-0.2983034855816234	3.5801987361458654	3
protein	1	Histone-H3			-0.44504185366042265	0.44504185366042265	-0.09798624343713429	0.34705561022328835	-2.022435571226225	4
protein	1	p38-a			0.42914249253684056	0.42914249253684056	0.18272140053773558	-0.24642109199910497	2.8775046215174105	5
protein	1	SOD1			0.4145058958040941	0.4145058958040941	0.6678365029985571	0.25333060719446304	1.0554081815059073	6
protein	1	ATRX			-0.41181947673928615	0.41181947673928615	-0.2672368917981254	0.14458258494116077	-2.976396931624755	7
protein	1	CD171			0.3838500107159845	0.3838500107159845	0.3892798995569724	0.005429888840987865	1.4001798399215943	8
protein	1	Gli3			-0.37624090219383244	0.37624090219383244	-0.12988133386552184	0.2463595683283106	-3.479802742673389	9
protein	1	S6_pS240S244			-0.37069676100262317	0.37069676100262317	-0.1457270212765958	0.2249697397260274	-2.8056845702513082	10
protein	1	CAVEOLIN1			0.3627401815797143	0.3627401815797143	0.44902870212765955	0.08628852054794522	1.951365660557809	11
protein	1	FAK_pY397			-0.3424280420931707	0.3424280420931707	-0.20057244138552366	0.141855600707647	-4.239552011445023	12
protein	1	Rheb			-0.3403608566073554	0.3403608566073554	0.02855088180681861	0.36891173841417396	-1.8161645473942178	13
protein	1	ATM_pS1981			-0.33848610040527044	0.33848610040527044	0.05077546615665581	0.38926156656192623	-1.67810145759825	14
protein	1	SOD2			0.3275576184302692	0.3275576184302692	0.2305903469433306	-0.09696727148693857	3.1530596135741407	15
protein	1	B7-H3			0.3166423018304315	0.3166423018304315	0.1403298318757788	-0.17631246995465272	3.294521132586866	16
protein	1	Cyclophilin-F			0.31175789039027685	0.31175789039027685	0.20558588028233007	-0.10617201010794679	2.5040321322105266	17
protein	1	Tau			-0.3081421741993181	0.3081421741993181	-0.12574333324747913	0.182398840951839	-4.010441105010184	18
protein	1	HMHA1			-0.3052818418068461	0.3052818418068461	-0.13170179979619398	0.1735800420106521	-1.3326066879338518	19
protein	1	PLC-gamma1			-0.3025442292961116	0.3025442292961116	-0.3141066194494545	-0.011562390153342941	-1.7967707094365695	20
protein	2	SOD1			-1.0836792320722561	1.0836792320722561	-0.4702324518542855	0.6134467802179705	-2.4988009981670203	1
protein	2	EPPK1			0.9140055352504639	0.9140055352504639	0.6285385454545455	-0.2854669897959184	2.762838955687745	2
protein	2	HSP27			-0.7350045245367433	0.7350045245367433	0.1081014374223602	0.8431059619591035	-2.333275738724475	3
protein	2	SNAIL			-0.7164650212430426	0.7164650212430426	0.15935668181818186	0.8758217030612244	-2.573514928818187	4
protein	2	Hexokinase-II			0.6950794008364847	0.6950794008364847	0.6611557611830401	-0.03392363965344456	3.0939183390783507	5
protein	2	INPP4B			0.6730824490723564	0.6730824490723564	0.7677920909090911	0.09470964183673475	2.614516293258944	6
protein	2	PARPCLEAVED			-0.6307200468831168	0.6307200468831168	0.16796155454545458	0.7986816014285714	-2.453694197741128	7
protein	2	SMAC			-0.6064091298701298	0.6064091298701298	-0.09080877272727274	0.5156003571428571	-2.3478810474428378	8
protein	2	PDGFRB			-0.588896721388945	0.588896721388945	-0.8041694078156038	-0.21527268642665875	-1.9084620129448964	9
protein	2	CMET			-0.5777983274768088	0.5777983274768088	0.1413282827272727	0.7191266102040815	-2.4204089031705163	10
protein	2	CAVEOLIN1			-0.5754402235621521	0.5754402235621521	-0.24158109090909094	0.33385913265306116	-2.692371724720111	11
protein	2	CASPASE8			-0.5656999214285714	0.5656999214285714	0.20888435000000002	0.7745842714285714	-2.1838999738602034	12
protein	2	MYH11			-0.5581271549165119	0.5581271549165119	-0.40186781818181816	0.15625933673469375	-1.6979530442581094	13
protein	2	ECADHERIN			0.5318130171614102	0.5318130171614102	0.23910956818181822	-0.2927034489795919	2.5730221830748166	14
protein	2	LAD1			0.5268549022275137	0.5268549022275137	0.4090110474275834	-0.11784385479993043	3.484625897509417	15
protein	2	UGT1A			0.49128285490476736	0.49128285490476736	0.4655408621270223	-0.025741992777745082	3.0427010277909097	16
protein	2	EMA			0.48834836660097	0.48834836660097	-0.006873405881506786	-0.4952217724824768	1.5347833810991576	17
protein	2	PAI1			0.48081410593692026	0.48081410593692026	0.4207988181818182	-0.06001528775510208	1.7675149183900685	18
protein	2	SETD2			-0.44537689128014846	0.44537689128014846	0.22358779545454546	0.6689646867346939	-1.939016765907805	19
protein	2	MCT4			0.44365555078781743	0.44365555078781743	0.5093508788549772	0.06569532806715979	2.391446720149783	20
protein	3	HSP27			0.7165061801210352	0.7165061801210352	1.1371893454233843	0.42068316530234917	2.1198703261708514	1
protein	3	GAPDH			-0.6711536566598659	0.6711536566598659	-0.5084455744680851	0.1627080821917808	-3.9142015340311977	2
protein	3	MYH11			0.6689672570679103	0.6689672570679103	0.46089110638297864	-0.2080761506849316	2.0517309502272583	3
protein	3	SNAIL			0.6639018474788692	0.6639018474788692	1.1483434063829787	0.4844415589041096	2.239795200808472	4
protein	3	PARPCLEAVED			0.6554704241387352	0.6554704241387352	1.0817941008510639	0.4263236767123287	2.357063674379284	5
protein	3	Hexokinase-II			-0.6392171892400431	0.6392171892400431	-0.288946297430058	0.35027089180998505	-3.222539647083483	6
protein	3	CMET			0.618056201999417	0.618056201999417	0.9891811063829786	0.3711249043835616	2.4110541820165046	7
protein	3	CASPASE8			0.5299987816671521	0.5299987816671521	0.9932885446808508	0.46328976301369873	1.8754727322447506	8
protein	3	SETD2			0.5083897174001749	0.5083897174001749	0.8965826680851064	0.38819295068493154	2.2197879104639435	9
protein	3	HMHA1			0.44661404238452096	0.44661404238452096	0.3258843990275412	-0.12072964335697979	1.9971027599112472	10
protein	3	LAD1			-0.4028899500801185	0.4028899500801185	-0.2620335040091093	0.14085644607100922	-3.10840698928914	11
protein	3	S6_pS240S244			0.36311306703584956	0.36311306703584956	0.30067395744680847	-0.062439109589041114	3.022558357861797	12
protein	3	SOD1			0.34766688715978045	0.34766688715978045	0.6205942876989431	0.27292740053916265	0.7969275265062219	13
protein	3	RB			0.3425394645001455	0.3425394645001455	0.5744184234042551	0.23187895890410962	2.0909009669941425	14
protein	3	Rheb			0.3376477029088894	0.3376477029088894	0.4422740126446838	0.1046263097357944	1.52754051816895	15
protein	3	FAK_pY397			0.3308212393159392	0.3308212393159392	0.21032209305713012	-0.12049914625880911	4.018265649732861	16
protein	3	Gli3			0.330755381723133	0.330755381723133	0.30189169971492064	-0.028863682008212387	2.7958374322440007	17
protein	3	EMA			-0.330004234298271	0.330004234298271	-0.6027356417193912	-0.2727314074211202	-1.0945743525236538	18
protein	3	TFRC			-0.3291184645875838	0.3291184645875838	-0.12762276595744684	0.20149569863013697	-3.198266847080889	19
protein	3	SMAC			0.3271923130282716	0.3271923130282716	0.6034673404255319	0.27627502739726023	1.3021130552062992	20
rna	0	ENSG00000102837.7			-8.146138342461771	8.146138342461771	6.752921295906186	14.899059638367959	-5.9756821855334445	1
rna	0	ENSG00000148346.12			-8.00735807876313	8.00735807876313	6.840975592830129	14.84833367159326	-6.564112878124573	2
rna	0	ENSG00000168631.13			-7.608316280708977	7.608316280708977	4.008000066428916	11.616316347137893	-8.280745360103653	3
